OBJECTID_1,OBJECTID,CALC_ACRE,TAX_MAP,PARCEL_NUM,OWNER1_1,OWNER1_2,MAIL_ST_NU,MAIL_ST_NA,MAIL_EXTRA,MAIL_CITY,MAIL_ST,ZIP_5,ZIP_4,CARE_OF,PROP_ADDRE,STREET_NUM,STREET_NAM,DEED_BOOK_,DEED_PAGE_,DEED_DATE_,NBHD,ZONING,APPRAISED_,Use_,Dev_Area,Maint_By,Maint_Phas,Map_Class,LASTUPDATE,LASTEDITOR,NOTES,DEVEL_AREA,LOCATION,MAP_INDEX,created_user,created_date,last_edited_user,last_edited_date,Shape__Area,Shape__Length
20550,43883.0,2.55414229,10 04 19 1 012 001.000,1004191012001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,2415 W CLOVERDALE PARK,2415,W CLOVERDALE PARK, , ,,CLOVERDALE,R-75-s,104000.0,USE,,PARKS & REC,0, ,,,CLOVERDALE PARK,,Park E of 2416 W Cloverdale Park (First UMC),M-6-O,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,111258.43796120676,2396.7062752454235
20551,42213.0,0.0233843,10 04 18 1 010 010.000,1004181010010000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,GROVE ST, ,GROVE ST,257,363,162086400000,FINLEY/ASU AREA,T4-R,6800.0,AVAILABLE,,VACANT LOT CREW,0, ,,,,,NW corner of S Union St and Grove St,M-6-I-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,1018.6201227348462,132.91009002557578
20552,52447.0,4.26005805,10 06 24 1 002 033.000,1006241002033000,"CITY OF MONTGOMERY, PARKS & RECREATION", ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,WOODMERE DR, ,WOODMERE DR,2520,362,1037750400000,BELL HILLS,PUD,105000.0,USE,,PARKS & REC,0, ,,,WOODMERE PARK,,Pond behind 1458-1542 Pampas Dr,M-7-M,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,185568.12875240637,3153.2580143717832
20553,58132.0,0.13558297,10 08 34 2 002 021.001,1008342002021001,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,SOUTH BLVD, ,SOUTH BLVD,519,203,291513600000,GAY MEADOWS/GLADLANE,B-3,10000.0,USE,,MAINTENANCE,0, ,,,STORM DRAINAGE,,Ditch behind 2682 & 2688 Burkelaun Dr,M-6-W,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,5905.9940711219115,557.674066647684
20554,44919.0,0.93365475,10 04 19 4 011 023.000,1004194011023000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,CLOVERDALE, ,CLOVERDALE, , ,,SOUTH CLOVERDALE,R-75-s,50000.0,USE,,PARKS & REC,0, ,,,AUDUBON PARK,,Southern Int of Cloverdale Rd & Audubon Rd,M-6-O,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,40670.001039769246,937.0061311415792
20555,57535.0,0.4588369,10 08 33 3 003 003.000,1008333003003000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111,ATTN LEGAL DEPT,3128 MEADOW LN,3128,MEADOW LN,3969,537,1258416000000,ELSMEADE,R-75-s,8000.0,AVAILABLE,MISCELLANEOUS AREA,VACANT LOT CREW,0,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,MISCELLANEOUS AREA,,M-6-V,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,19986.93534898858,653.895999449294
20556,63210.0,4.20412642,11 01 01 0 000 003.000,1101010000003000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,ALABAMA RIVER, ,ALABAMA RIVER,2827,910,1077580800000,CLISBY PARK,FH,4800.0,USE,,VACANT LOT CREW,0, ,,,ALDOT EASEMENT,,W of I-65 & Northern Blvd Intersection ROW,M-6-B,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,183131.74681901507,2301.077411734745
20557,45509.0,0.32360067,10 04 20 2 014 001.000,1004202014001000,CITY OF MONTGOMERY CLOVERDALE PARK, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,2220 COLLEGE ST,2220,COLLEGE ST, , ,,CLOVERDALE,R-65-s,127800.0,USE,,PARKS & REC,0, ,,,COLLEGE STREET PARK,,"Int of Magnolia Cur, Westmoreland Av & College St",M-6-P,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,14096.044977350182,605.4216470835587
20558,60307.0,0.33602615,10 09 30 1 006 001.002,1009301006001002,CITY OF MONTGOMERY, , , , ,MONTGOMERY,AL,36104,0000, ,LEBRON RD, ,LEBRON RD,533,53,362275200000,NORMANDALE,INST,6000.0,USE,,PARKS & REC,0, ,,,FLOYD COMMUNITY CENTER,,rear building at 3450 Le Bron Rd,M-6-U,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,14637.299302372352,485.2026399533884
20559,68180.0,0.14206954,11 06 13 4 009 002.000,1106134009002000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,HANNON ST, ,HANNON ST, , ,,PEACOCK/ROSA PARKS,B-2,5900.0,USE,W MONTGOMERY INITIATIVE,MAINTENANCE,0, ,,,EASEMENT,W MONTGOMERY INITIATIVE,E of 21 W Hannon St,M-6-I-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,6188.549359072705,347.5570580775616
20560,63350.0,1.07643228,11 01 01 4 003 058.000,1101014003058000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,FRANCIS ST, ,FRANCIS ST,3683,467,1197849600000,CLISBY PARK,R-60-d,1800.0,USE,,PARKS & RECREATION,0, ,,,Riverfront Trail Extension,,"N side, 100 ft W of Walker St",M-6-B,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,46889.39025036351,922.0330838091987
20561,58981.0,3.27727396,10 08 34 4 003 007.000,1008344003007000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,JAN DR, ,JAN DR,1940,137,911865600000,VIRGINIA ESTATES,R-75-s,51600.0,USE,,PARKS & REC,0, ,,,VIRGINIA ESTATES PARK / DRAINAGE DITCH,,S end of Jan Drive,M-6-CC,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,142758.05387312497,1896.8404924202052
20562,63208.0,24.80119205,11 01 01 0 000 001.000,1101010000001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,ALABAMA RIVER, ,ALABAMA RIVER,2827,910,1077580800000,CLISBY PARK,FH,67600.0,USE,,VACANT LOT CREW,0, ,,,ALDOT EASEMENT,,SE int of I-65 and Northern Blvd,M-6-B,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,1080339.925537176,4809.316821720824
20563,63466.0,0.23396183,11 01 11 3 015 001.000,1101113015001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,BELL ST, ,BELL ST,2685,198,1056931200000,WEST END,M-1,15100.0,HOLDING,MAXWELL BLVD AREA,VACANT LOT CREW,2, ,,,CONTACT DEVELOPMENT,MAXWELL BLVD AREA,SW int of Bell St and 3rd St,M-6-G,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,10191.37740889712,415.57838167168546
20564,52903.0,10.78485448,10 07 25 2 003 001.000,1007252003001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,5400 VAUGHN RD,5400,VAUGHN RD,1499,35,775353600000,CARRIAGE HILLS,AGR-1,360000.0,USE,,PARKS & REC,0, ,,,IDA BELL YOUNG PARK,,,M-7-S,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,469788.26097064035,3731.768864311163
20565,52655.0,34.13856184,10 06 24 4 000 001.001,1006244000001001,CITY OF MONTGOMERY, ,103,S PERRY ST, ,MONTGOMERY,AL,36101,4243, ,100 MUSEUM DR,100,MUSEUM DR,792,221,515462400000,BELL HILLS,AGR-1,850000.0,USE,,PARKS & REC,0, ,,,BLOUNT CULTURAL PARK,,,M-7-M,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,1487075.7537943767,4941.886881692623
20566,63333.0,1.04138018,11 01 01 4 003 036.000,1101014003036000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,WALKER ST, ,WALKER ST,3547,888,1178064000000,CLISBY PARK,M-3,40200.0,USE,,PARKS & RECREATION,0, ,,,Riverfront Trail Extension and Shady Street Park,,"S of Shady, W of Abbie, and N of Joseph",M-6-B,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,45362.52063291094,902.6543324758725
20567,63361.0,28.83417949,11 01 02 0 000 005.000,1101020000005000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,I65 MILLBROOK, ,I65 MILLBROOK,2827,910,1077580800000,CLISBY PARK,FH,60800.0,USE,,VACANT LOT CREW,0, ,,,ALDOT EASEMENT,,"NE of I-65, 1215 ft NW of Northern Blvd",M-6-B,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,1256016.858781282,5684.994875545577
20568,63384.0,2.02656033,11 01 11 3 003 005.000,1101113003005000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,1705 BELL ST,1705,BELL ST,2685,198,1056931200000,WEST END,M-1,132400.0,HOLDING,MAXWELL BLVD AREA,VACANT LOT CREW,2, ,,,,MAXWELL BLVD AREA,,M-6-G,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,88276.96778331371,1236.3785636714783
20569,73569.0,1.76637932,11 07 25 2 013 041.000,1107252013041000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,3600 APRIL ST,3600,APRIL ST, , ,,RIDGECREST,R-65-d,17600.0,USE,,PARKS & REC,0, ,,,RIDGECREST PARK,,,M-6-T,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,76943.48337094419,1277.155378210193
20570,63654.0,17.36732273,11 01 12 0 000 001.000,1101120000001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,SAME AS DESC, ,SAME AS DESC,2827,910,1077580800000,CLISBY PARK,FH,40500.0,USE,,VACANT LOT CREW,0, ,,,ALDOT EASEMENT,,across AL River from Riverfront Park,M-6-B,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,756520.578135069,4897.471416834386
20571,63386.0,3.37142232,11 01 11 3 003 009.001,1101113003009001,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,THIRD AVE, ,THIRD AVE,2685,198,1056931200000,WEST END,M-1,22300.0,HOLDING,,VACANT LOT CREW,2, ,,,CONTACT DEVELOPMENT,,"395 ft S of Bell St, SW of 1621 Bell St",M-6-G,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,146859.15645083223,2369.1007191039607
20572,68293.0,0.085303,11 06 13 4 014 032.000,1106134014032000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,1233 AARON ST,1233,AARON ST,4003,201,1267747200000,PEACOCK/ROSA PARKS,R-60-d,2800.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,2,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-N-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,3715.7988879568034,275.579136677289
20573,68349.0,0.13085068,11 06 13 4 016 021.000,1106134016021000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,GENETTA DITCH, ,GENETTA DITCH,4003,272,1267747200000,PEACOCK/ROSA PARKS,R-60-d,4600.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,City Owned (From State),,,,W MONTGOMERY INITIATIVE,90 ft behind 1112-1120 Sayre St,M-6-I-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,5699.8557785937655,343.33124484756155
20574,68079.0,0.09874463,11 06 13 4 004 003.000,1106134004003000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,321 WAYNE ST,321,WAYNE ST,4071,230,1283385600000,PEACOCK/ROSA PARKS,R-60-d,2700.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,2,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-H-3,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,4301.316101914825,336.79880879331347
20575,63650.0,1.71687022,11 01 11 4 020 002.000,1101114020002000,CITY OF MONTGOMERY, , , , ,MONTGOMERY,AL,00000,0000, ,221 CRENSHAW ST,221,CRENSHAW ST,125,39,-1472774400000,WEST END,INST,17000.0,USE,,PARKS & REC,0, ,,,DIFFLEY PARK,,SE int of Herron St and Crenshaw St,M-6-H-1,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,74786.86690276736,1199.4941631251183
20576,63652.0,0.9251521,11 01 11 4 022 001.000,1101114022001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,MARTHA ST, ,MARTHA ST,1378,194,744422400000,WEST END,INST,4800.0,USE,,PARKS & REC,0, ,,,DIFFLEY PARK,,E of 220 Crenshaw St,M-6-H-1,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,40299.62566643814,868.7478032602727
20577,67876.0,0.10071662,11 06 13 3 021 006.000,1106133021006000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,1120 S HOLT ST,1118,S HOLT ST,4036,459,1276560000000,PEACOCK/ROSA PARKS,R-60-d,2600.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-H-3,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,4387.216155706387,389.48215492724876
20578,76466.0,0.52878048,11 08 28 1 007 002.001,1108281007002001,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,2533 WEST BLVD,2533,WEST BLVD,3453,728,1134086400000,BRICKDALE/MGM IND TERM,R-60-d,15000.0,AVAILABLE,,VACANT LOT CREW,0,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,,,M-5-X,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,23033.67778066861,772.2808154432818
20579,63651.0,0.11568833,11 01 11 4 021 001.000,1101114021001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,MARTHA ST, ,MARTHA ST,1378,194,744422400000,WEST END,M-1,900.0,USE,,PARKS & REC,0, ,,,EASEMENT,,"near end of Herron St ditch, S of Covington",M-6-H-1,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,5039.383688877393,357.70588216334755
20580,63681.0,8.37883939,11 01 12 1 000 021.000,1101121000021000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,200 COOSA ST,200,COOSA ST,2549,109,1041897600000,CLISBY PARK,T5,13922700.0,USE,,PARKS & REC/ BISCUITS,0, ,1756944000000,ACB,RIVERWALK STADIUM,,,"M-6-C-4, M-6-I-1",ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,364982.24401793553,2897.6685514278824
20581,63901.0,0.06565049,11 01 12 4 002 004.000,1101124002004000,CITY OF MONTGOMERY, , , , ,MONTGOMERY,AL,00000,0000, ,WATER ST, ,WATER ST,551,81,376704000000,CLISBY PARK,T5,71500.0,USE,,PARKS & REC,0,,1756944000000,ACB,RIVERFRONT PARK,,NW int of Commerce St and Water St,M-6-H-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,2859.73533744844,259.2153641944373
20582,63666.0,0.19283412,11 01 12 1 000 011.000,1101121000011000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,LOWNDES, ,LOWNDES, , ,,CLISBY PARK,M-3,1000.0,USE,DOWNTOWN PLAN,MAINTENANCE,0, ,1756944000000,ACB,CYPRESS CREEK,DOWNTOWN PLAN,"W of N Court St, N of Riverwalk Stadium",M-6-C-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,8399.85424559471,399.99848690790293
20583,45296.0,1.42387959,10 04 20 1 007 029.000,1004201007029000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,2227 COUNTRY CLUB DR,2227,COUNTRY CLUB DR,195,1,,ROSEMONT/MCGEHEE,R-65-s,100000.0,USE,,PARKS & REC,0, ,,,COUNTRY CLUB DRIVE PARK,,lying b/t Country Club Dr and Carter Hill Rd,M-6-P,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,62024.19477506718,1898.2568381245478
20584,78720.0,9.97489259,13 01 02 0 000 001.002,1301020000001002,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,SELMA HWY, ,SELMA HWY,1948,210,915062400000,CEDAR PT/HILLSIDE,AGR-1 ,22600.0,USE,,POLICE,0, ,,,POLICE,,"Police facility, 2,215 ft N of Old Hayneville Rd",M-5-BB,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,434506.3210245659,2675.0224097656896
20586,52564.0,1.91055695,10 06 24 1 002 048.000,1006241002048000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,WOODMERE BLVD, ,WOODMERE BLVD,3713,255,1203552000000,BELL HILLS,PUD,57000.0,USE,,PARKS & REC,0, ,,,BLOUNT CULTURAL PARK,,550 running S of Woodmere Blvd,M-7-M,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,83223.86058070458,1409.7972680238083
20587,69127.0,0.1606982,11 06 14 2 027 002.000,1106142027002000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,BIRCH ST, ,BIRCH ST, , ,,MAXWELL HEIGHTS,M-3,1000.0,USE,,MAINTENANCE,0, ,,,STORM DRAINAGE,,"behind 802 Day Street Rd, 550ft W of Day Street Rd",M-6-G,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,7000.013560342445,380.0006733091601
20588,71219.0,0.08610343,11 06 24 1 004 016.000,1106241004016000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,318 E AUBURN ST,318,AUBURN ST,4003,196,1267747200000,PEACOCK/ROSA PARKS,R-65-m,1900.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-N-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,3750.665548166052,275.0487235715602
20589,72202.0,0.10560308,11 06 24 2 024 024.000,1106242024024000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,712 ALEXANDER ST,712,ALEXANDER ST,4003,204,1267747200000,PEACOCK/ROSA PARKS,R-60-d,3200.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-N-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,4600.070009904078,310.0013047231733
20590,67686.0,0.11732468,11 06 13 3 012 003.000,1106133012003000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,1001 ADELINE ST,1001,ADELINE ST,4003,186,1267747200000,PEACOCK/ROSA PARKS,R-60-d,3300.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-H-3,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,5110.663253319714,335.5379767373945
20591,68107.0,0.05454496,11 06 13 4 004 034.000,1106134004034000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,928 BELLVIEW AVE,928,BELLVIEW AVE,4003,267,1267747200000,PEACOCK/ROSA PARKS,R-60-d,1900.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-H-3,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,2375.978391502462,219.21496189166032
20592,68083.0,0.09760878,11 06 13 4 004 007.000,1106134004007000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,347 WAYNE ST,347,WAYNE ST,4071,215,1283385600000,PEACOCK/ROSA PARKS,R-60-d,2600.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,2,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-H-3,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,4251.838580474232,333.6243930783686
20593,68027.0,0.15002128,11 06 13 4 002 050.000,1106134002050000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,848 SAYRE ST,848,SAYRE ST,4003,261,1267747200000,PEACOCK/ROSA PARKS,R-60-d,6100.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-I-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,6534.926804703581,361.40476107594975
20594,71633.0,0.12929464,11 06 24 2 003 007.000,1106242003007000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,1450 S HOLT ST,1450,S HOLT ST,4003,256,1267747200000,PEACOCK/ROSA PARKS,B-2,4000.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-N-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,5632.074727277667,325.2923114816117
20595,71471.0,0.09201156,11 06 24 1 017 025.000,1106241017025000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,527 KAHN ST,527,KAHN ST,4071,216,1283385600000,PEACOCK/ROSA PARKS,R-65-m,2000.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,2,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-N-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,4008.0234693641105,280.4019323575913
20596,68188.0,0.14901283,11 06 13 4 009 010.000,1106134009010000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,W CROMWELL ST, ,W CROMWELL ST, , ,,PEACOCK/ROSA PARKS,B-2,1000.0,USE,,MAINTENANCE,0, ,,,STORM DRAINAGE,,E of 22 Cromwell St,M-6-I-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,6490.99886202492,359.63983548878645
20597,63725.0,1.05506199,11 01 12 3 007 006.000,1101123007006000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,643 MAXWELL BLVD,643,MAXWELL BLVD,4063,763,1283385600000,COTTAGE HILL,"T5, T4-R",342500.0,HOLDING,MAXWELL BLVD AREA,VACANT LOT CREW,2,City Owned (From Private),1756944000000,ACB,CONTACT DEVELOPMENT,MAXWELL BLVD AREA,,M-6-H-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,45958.50023019936,913.6728061233637
20598,68933.0,0.00873818,11 06 14 1 033 010.000,1106141033010000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,JEFF DAVIS AVE, ,JEFF DAVIS AVE, , ,,PEACOCK/ROSA PARKS,R-60-d,500.0,USE,,MPS,0, ,,,THELMA SMILEY MORRIS ELEMENTARY,,behind 2114 W Jeff Davis Av,M-6-H-4,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,380.63492880327243,80.76589947863
20599,63904.0,8.3356867,11 01 12 4 004 001.000,1101124004001000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,105 COMMERCE ST,105,COMMERCE ST, , ,,CLISBY PARK,T5,6808200.0,USE,,RSA,0, ,1756944000000,ACB,PERFORMING ARTS CENTER,,,"M-6-H-2, M-6-I-1",ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,363102.5125769424,2446.655165627634
20600,58070.0,2.77393254,10 08 33 4 014 020.000,1008334014020000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,ENDICOTT DR, ,ENDICOTT DR,1608,797,814147200000,WOODLEY PARK,R-85,52300.0,USE,,PARKS & REC,0, ,,,DORCHESTER PARK,,S int of Dorchester Dr and Endicott Dr,M-6-CC,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,120832.50155369926,1439.9912900567094
20601,71485.0,0.07755909,11 06 24 1 017 039.000,1106241017039000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,510 LINCOLN ST,510,LINCOLN ST,4003,198,1267747200000,PEACOCK/ROSA PARKS,R-65-m,1700.0,AVAILABLE,W MONTGOMERY INITIATIVE,VACANT LOT CREW,1,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,W MONTGOMERY INITIATIVE,,M-6-N-2,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,3378.474125111151,265.6002664246728
20602,69065.0,0.16445488,11 06 14 2 012 016.000,1106142012016000,CITY OF MONTGOMERY, ,103,N PERRY ST, ,MONTGOMERY,AL,36101,1111, ,563 MCKINNEY ST,563,MCKINNEY ST,624,277,427334400000,MAXWELL HEIGHTS,R-60-d,9300.0,AVAILABLE,,VACANT LOT CREW,0,Surplus,,,LISTED FOR SALE ON CITY WEBSITE,,,M-6-G,ISAAC.MURRAY,1740684970000,CHRIS.WILLIAMS,1765403155000,7163.654544091073,339.3008192093949
