X,Y,OBJECTID,PaccNumber,custCOMPANY_NAME,custDBA,pvNUMBER,custID,pvYEAR,pvEFFDATE,pvEXPIRE,contCREATED,contCALCDATE,contPOSTDATE,paccCOMPANY,addrNUMBER_MAIL,addrSTREET1_MAIL,addrSTREET2_MAIL,addrCITY_MAIL,stABBR_MAIL,addrZIP_MAIL,Full_Address,addrNUMBER_PHYSICAL,addrSTREET1_PHYSICAL,addrSTREET2_PHYSICAL,addrZIP_PHYSICAL,scID,scCODE,scNAME,pvscDESC,nbiCODE,pvrtCODE,pvrtDESC,CITY,addrCITY_PHYSICAL,stABBR_PHYSICAL,Id,postYear,GlobalID,created_user,created_date,last_edited_user,last_edited_date
552121.58052808,683794.758135073,138,7398025-BUS,ADDICITION & MENTAL HEALTH SVC,BRADFORD HEALTH SERVICES,202300012366,27330,2023,2023/01/01,2023/12/31,2023/03/29,2023/03/22,2023/03/29,ADDICITION & MENTAL HEALTH SVC,2101,MAGNOLIA AVE SOUTH,SUITE 518,BIRMINGHAM,AL,35205,386 ST LUKES DR,386,ST LUKES DR,,36117,709,621498,"OUTPATIENT CARE CENTERSCLINICS, ALL OTHER TYPES OF MEDICAL SERVICES",OUTPATIENT CHEMICAL,,,Renew,YES,MONTGOMERY,AL,9,2023,{443B47BC-A2F1-42B5-AF6D-B50DCE2DD034},,,,
,,139,9364950-BUS,ADL RISK SERVICES LLC,ADL RISK SERVICES LLC,202400008683,31917,2024,2024/01/01,2024/12/31,2024/02/26,2024/02/01,2024/02/26,ADL RISK SERVICES LLC,556,CLAY ST,,MONTGOMERY,AL,36104,556 CLAY ST,556,CLAY ST,,36104,658,524292,"AGENT OFFICEADMINISTRATION OF THIRD PARTIES, PENSION FUNDS, ANNUITIES",AGENT OFFICEADMINISTRATION OF THIRD PARTIES PENSION FUNDS ANNUITIES,,,Renew,YES,MONTGOMERY,AL,,2024,{792E1935-7A8D-4374-B48D-02874706AF6C},,,,
,,140,9362361-BUS,"ADMIRED PROPERTIES, LLC",ADMIRED PROPERTIES LLC,202200002335,18625,2022,2022/01/01,2022/12/31,2022/01/24,2022/01/21,2022/01/11,"ADMIRED PROPERTIES, LLC",,PO BOX 240734,,MONTGOMERY,AL,361240734,PO BOX 240734,PO BOX 240734,PO BOX 240734,,361240734,661,531100,RENTAL AND LEASINGREAL PROPERTY RENTAL,RENTAL AND LEASINGREAL PROPERTY RENTAL,,,Renew,YES,MONTGOMERY,AL,,2022,{5BA14B19-8EB9-404D-A840-80950AC21AA0},,,HNAM,2025/04/04 19:19:32+00
,,142,9362361-BUS,"ADMIRED PROPERTIES, LLC",ADMIRED PROPERTIES LLC,202400000025,18625,2024,2024/01/01,2024/12/31,2024/01/02,2023/12/29,2024/01/02,"ADMIRED PROPERTIES, LLC",,PO BOX 240734,,MONTGOMERY,AL,361240734,PO BOX 240734,PO BOX 240734,PO BOX 240734,,361240734,661,531100,RENTAL AND LEASINGREAL PROPERTY RENTAL,RENTAL AND LEASINGREAL PROPERTY RENTAL,,,Renew,YES,MONTGOMERY,AL,,2024,{9DE5E0EC-7DE1-4624-BBAC-F4788B0C82AB},,,HNAM,2025/04/04 19:19:32+00
,,143,7290251-BUS,ADONNAS FIT STOP INC,ADONNA'S FIT STOP,202100002527,2151,2021,2021/01/01,2021/12/31,2021/01/07,2021/01/06,2021/01/12,ADONNAS FIT STOP INC,7157,TIMBERMILL DR,,MONTGOMERY,AL,361177405,NPL,NPL,NPL,,,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,ALL OTHER MISCELLANEOUS RETAILERS,,,Renew,NO,,,,2021,{2E06554D-A31C-4FD7-ACC6-EE377B5F299E},,,HNAM,2025/04/04 19:19:32+00
,,144,9345036-BUS,ADMINISTRATIVE MGMT PROF INC,ADMIN MGMT PROFESSIONALS INC,202200010624,21802,2022,2022/01/01,2022/12/31,2022/03/17,2021/12/31,2022/03/22,ADMINISTRATIVE MGMT PROF INC,9200,CRESCENT LODGE CIRCLE,,PIKE ROAD,AL,36064,9200 CRESCENT LODGE CIRCLE,9200,CRESCENT LODGE CIRCLE,,36064,684,561439,"ADMINISTRATIVE SERVICESANSWERING, EMPLOYMENT OFFICE, SECRETARIAL CALL CENTERS",ADMINISTRATIVE SERVICES,,,Renew,NO,PIKE ROAD,AL,,2022,{3FDDB7F5-B855-409E-89DD-51CDFD3C7643},,,,
,,145,9362361-BUS,"ADMIRED PROPERTIES, LLC",ADMIRED PROPERTIES LLC,202400000036,18625,2020,2020/01/01,2020/12/31,2024/01/02,2023/12/29,2024/01/02,"ADMIRED PROPERTIES, LLC",,PO BOX 240734,,MONTGOMERY,AL,361240734,PO BOX 240734,PO BOX 240734,PO BOX 240734,,361240734,661,531100,RENTAL AND LEASINGREAL PROPERTY RENTAL,RENTAL AND LEASINGREAL PROPERTY RENTAL,,,Renew,YES,MONTGOMERY,AL,,2024,{6235CE85-E697-400C-B504-84E44A0BFAB8},,,HNAM,2025/04/04 19:19:32+00
,,146,7290251-BUS,ADONNAS FIT STOP INC,ADONNA'S FIT STOP,202200001361,2151,2022,2022/01/01,2022/12/31,2022/01/06,2022/01/05,2022/01/05,ADONNAS FIT STOP INC,7157,TIMBERMILL DR,,MONTGOMERY,AL,361177405,NPL,NPL,NPL,,,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,ALL OTHER MISCELLANEOUS RETAILERS,,,Renew,NO,,,,2022,{FF87960B-5264-4822-B137-AF6C9048BFC4},,,HNAM,2025/04/04 19:19:32+00
,,147,9362361-BUS,"ADMIRED PROPERTIES, LLC",ADMIRED PROPERTIES LLC,202400000037,18625,2021,2021/01/01,2021/12/31,2024/01/02,2023/12/29,2024/01/02,"ADMIRED PROPERTIES, LLC",,PO BOX 240734,,MONTGOMERY,AL,361240734,PO BOX 240734,PO BOX 240734,PO BOX 240734,,361240734,661,531100,RENTAL AND LEASINGREAL PROPERTY RENTAL,RENTAL AND LEASINGREAL PROPERTY RENTAL,,,Renew,YES,MONTGOMERY,AL,,2024,{08D15243-0369-4484-A40A-D7384E2D31E2},,,HNAM,2025/04/04 19:19:32+00
,,148,7290251-BUS,ADONNAS FIT STOP INC,ADONNA'S FIT STOP,202200001361,2151,2022,2022/01/01,2022/12/31,2022/01/06,2022/01/05,2022/01/05,ADONNAS FIT STOP INC,7157,TIMBERMILL DR,,MONTGOMERY,AL,361177405,NPL,NPL,NPL,,,727,713900,"AMUSEMENTARCADES, GOLF CLUBS, MARINAS, FITNESS, BOWLING CENTERS",AMUSEMENTARCADES GOLF CLUBS MARINAS FITNESS BOWLING CENTERS,,,Renew,NO,,,,2022,{BAF4ED43-7B43-43AB-81BF-8F35C70D8FFA},,,HNAM,2025/04/04 19:19:32+00
,,149,7395150-BUS,ADP INC - ES DIVISION,ADP INC   EMPLOYER SERVICE DIV,202100009691,2424,2021,2021/01/01,2021/12/31,2021/03/04,2021/03/04,2021/03/04,ADP INC - ES DIVISION,,ONE ADP BLVD MAILSTOP 340,,ROSELAND,NJ,7068,1 ADP BLVD # MS-340,1,ADP BLVD # MS-340,,70681728,567,421410,"COMMERCIAL EQUIPMENT AND SUPPLIES WHOLESALECOMPUTER, OFFICE ETC.",DATA PROCESSING SYSTEMS SUPPLIES,,,Renew,NO,ROSELAND,NJ,,2021,{E353C684-3048-4C6F-AE0E-E32525E03293},,,,
,,150,7395150-BUS,ADP INC - ES DIVISION,ADP INC   EMPLOYER SERVICE DIV,202100009691,2424,2021,2021/01/01,2021/12/31,2021/03/04,2021/03/04,2021/03/04,ADP INC - ES DIVISION,,ONE ADP BLVD MAILSTOP 340,,ROSELAND,NJ,7068,1 ADP BLVD # MS-340,1,ADP BLVD # MS-340,,70681728,644,519210,DATA PROCESSING SERVICES,DATA PROCESSING SERVICE,,,Renew,NO,ROSELAND,NJ,,2021,{786D20DE-248E-4863-B54F-A5AC643A6693},,,,
,,151,7395150-BUS,ADP INC - ES DIVISION,ADP INC   EMPLOYER SERVICE DIV,202200007265,2424,2022,2022/01/01,2022/12/31,2022/02/18,2022/01/24,2022/02/18,ADP INC - ES DIVISION,,ONE ADP BLVD MAILSTOP 340,,ROSELAND,NJ,7068,1 ADP BLVD # MS-340,1,ADP BLVD # MS-340,,70681728,644,519210,DATA PROCESSING SERVICES,DATA PROCESSING SERVICE,,,Renew,NO,ROSELAND,NJ,,2022,{3FD9CE45-CD48-4817-BB45-3373C2B423C5},,,,
,,152,7395150-BUS,ADP INC - ES DIVISION,ADP INC   EMPLOYER SERVICE DIV,202400007309,2424,2024,2024/01/01,2024/12/31,2024/02/20,2024/02/01,2024/02/02,ADP INC - ES DIVISION,,ONE ADP BLVD MAILSTOP 340,,ROSELAND,NJ,7068,1 ADP BLVD # MS-340,1,ADP BLVD # MS-340,,70681728,644,519210,DATA PROCESSING SERVICES,DATA PROCESSING SERVICE,,,Renew,NO,ROSELAND,NJ,,2024,{AD76D378-B20A-4294-A52F-8CD604ECA51B},,,,
,,153,042421-BUS,ADRIANNA DUNNICAN,NOVA REIGNS  LLC,202300011548,45716,2023,2023/01/01,2023/12/31,2023/03/10,2023/03/03,2023/03/03,ADRIANNA DUNNICAN,4672,ROSSER LOOP DR,,BESSEMER,AL,350226176,4672 ROSSER LOOP DR,4672,ROSSER LOOP DR,,350226176,787,0,,ONE DAY ONLY ,,,New,NO,BESSEMER,AL,,2023,{8816A74D-2844-4C43-A0A3-D52FADADF99F},,,,
,,154,041331-BUS,ADRIENE  TIMMONS,D AND E KITCHEN AND CATERING,202300000008,44625,2022,2022/01/01,2022/12/31,2022/10/03,2022/10/03,2022/10/03,ADRIENE  TIMMONS,260,TAYLOR XING,,MILLBROOK,AL,360542731,2530 E SOUTH BLVD,2530,E SOUTH BLVD,,361162508,787,0,,NO HOOKAH TOOLS OR TOBACCO PERMITTED ON PREMISES ,,,New,YES,MONTGOMERY,AL,,2022,{7AE05159-8B0D-409D-9D8A-B3238F4B1524},,,,
524938.427545413,688167.023996823,155,9362292-BUS,ADRIENNE BELL,ANA,202100008163,18559,2021,2021/01/01,2021/12/31,2021/02/24,2021/01/31,2021/01/31,ADRIENNE BELL,732,SANDHURST DR,,MONTGOMERY,AL,36109,425 COLISEUM BLVD,425,COLISEUM BLVD,,36109,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,RETAIL SALES,,,Renew,YES,MONTGOMERY,AL,2,2021,{63B2D874-7481-469D-BFC0-AF91265B98EC},,,,
540420.53896958,688303.732056737,156,9343554-BUS,ADRIENNE FLUELLEN,DIMENSIONS BY JIREH,202100012923,15203,2020,2020/01/01,2020/12/31,2021/05/28,2021/05/20,2021/05/28,ADRIENNE FLUELLEN,4154,BROOKTREE RD,,MONTGOMERY,AL,36116,5520 WARES FERRY RD,5520,WARES FERRY RD,,36117,753,812115,BEAUTY SHOP,BEAUTY STYLIST(1),,,Renew,YES,MONTGOMERY,AL,2,2021,{1BC79C77-B0B4-4458-970C-A315EA0E65A7},,,,
517042.214991413,686290.943759486,157,046031-BUS,ADRIANA FRANCO,LA CASONA DE FRANCO,202400012730,49328,2024,2024/01/01,2024/12/31,2024/07/03,2024/07/01,2024/07/17,ADRIANA FRANCO,1404,E AUDUBON RD,,MONTGOMERY,AL,361112616,1751 UPPER WETUMPKA RD,1751,UPPER WETUMPKA RD,,361071225,787,0,,NO ALCOHOL SALES ,,,New,YES,MONTGOMERY,AL,3,2024,{7047D8AD-7F24-486F-82D2-CEA438F2B910},,,,
540420.53896958,688303.732056737,158,9343554-BUS,ADRIENNE FLUELLEN,DIMENSIONS BY JIREH,202400005978,15203,2024,2024/01/01,2024/12/31,2024/02/13,2024/02/13,2024/02/15,ADRIENNE FLUELLEN,4154,BROOKTREE RD,,MONTGOMERY,AL,36116,5520 WARES FERRY RD,5520,WARES FERRY RD,,36117,753,812115,BEAUTY SHOP,BEAUTY STYLIST(1),,,Renew,YES,MONTGOMERY,AL,2,2024,{D88A94DA-EBE1-41D5-A877-B537A0F1D74C},,,,
517042.214991413,686290.943759486,159,046031-BUS,ADRIANA FRANCO,LA CASONA DE FRANCO,202400012730,49328,2024,2024/01/01,2024/12/31,2024/07/03,2024/07/01,2024/07/17,ADRIANA FRANCO,1404,E AUDUBON RD,,MONTGOMERY,AL,361112616,1751 UPPER WETUMPKA RD,1751,UPPER WETUMPKA RD,,361071225,787,0,,NO ATM MACHINES ,,,New,YES,MONTGOMERY,AL,3,2024,{32C53F7C-3DE4-47E6-8328-015DDD1EEE94},,,,
,,160,043767-BUS,ADRIENNE'S DOWNTOWN BAR,ADDRIENNE EDWARDS,202300014784,47062,2023,2023/01/01,2023/12/31,2023/08/31,2023/08/31,2023/09/29,ADRIENNE'S DOWNTOWN BAR,51,ABBY LN,,MILLBROOK,AL,360543044,51 ABBY LN,51,ABBY LN,,360543044,787,0,,EXPIRATION DATE: 9-3-2023,,,New,NO,MILLBROOK,AL,,2023,{DDE99672-8B56-453B-A24B-E6078A81AAAC},,,,
,,161,043767-BUS,ADRIENNE'S DOWNTOWN BAR,ADDRIENNE EDWARDS,202300014784,47062,2023,2023/01/01,2023/12/31,2023/08/31,2023/08/31,2023/09/29,ADRIENNE'S DOWNTOWN BAR,51,ABBY LN,,MILLBROOK,AL,360543044,51 ABBY LN,51,ABBY LN,,360543044,787,0,,EVENT NAME: LABOR DAY CLASSIC MIXER,,,New,NO,MILLBROOK,AL,,2023,{D7A3E73D-89D3-44B4-BFE1-4BFDA20359FC},,,,
542454.39710658,656974.113285653,162,038778-BUS,ADRIENNE HARRIS AND KRISTEN DORSEY WILLIAMS,STYLED BY A K LLP,202100015338,42072,2021,2021/01/01,2021/12/31,2021/12/06,2021/12/01,2021/12/01,ADRIENNE HARRIS AND KRISTEN DORSEY WILLIAMS,5813,BLEVINS CIR,,MONTGOMERY,AL,361166525,5813 BLEVINS CIR,5813,BLEVINS CIR,,361166525,598,448190,"CLOTHING AND ACCESSORIESMEN, WOMEN, CHILDREN, INFANT, SHOE, JEWELRY",,,,New,YES,MONTGOMERY,AL,6,2021,{FC2ADFE4-A337-42C0-8F61-AE2C627993CA},,,,
542454.39710658,656974.113285653,163,038778-BUS,ADRIENNE HARRIS AND KRISTEN DORSEY WILLIAMS,STYLED BY A K LLP,202100015338,42072,2021,2021/01/01,2021/12/31,2021/12/06,2021/12/01,2021/12/01,ADRIENNE HARRIS AND KRISTEN DORSEY WILLIAMS,5813,BLEVINS CIR,,MONTGOMERY,AL,361166525,5813 BLEVINS CIR,5813,BLEVINS CIR,,361166525,787,0,,ONLINE BOUTIQUE,,,New,YES,MONTGOMERY,AL,6,2021,{F0C31B2B-FC93-4C48-AB0B-08F28FE5E1B7},,,,
,,164,5994156-BUS,ADTRAN INC,ADTRAN INC,202200009519,1429,2022,2022/01/01,2022/12/31,2022/03/07,2022/01/20,2022/03/09,ADTRAN INC,901,EXPLORER BLVD NW,,HUNTSVILLE,AL,358062807,901 EXPLORER BLVD,901,EXPLORER BLVD,,358062807,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,RETAIL SALES/SERVICES,,,Renew,NO,HUNTSVILLE,AL,,2022,{C6152398-2070-4DD0-BDFE-3944A630CBA0},,,,
,,165,5994156-BUS,ADTRAN INC,ADTRAN INC,202300005985,1429,2023,2023/01/01,2023/12/31,2023/02/08,2023/01/26,2023/02/08,ADTRAN INC,901,EXPLORER BLVD NW,,HUNTSVILLE,AL,358062807,901 EXPLORER BLVD,901,EXPLORER BLVD,,358062807,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,RETAIL SALES/SERVICES,,,Renew,NO,HUNTSVILLE,AL,,2023,{E18DD091-162A-49FA-A304-C2F570961CF9},,,,
,,166,6140136-BUS,ADVANCE AMERICA CASH ADVANCE,ADVANCE AMERICA 1620,202300008923,20655,2023,2023/01/01,2023/12/31,2023/02/21,2023/02/07,2023/02/21,ADVANCE AMERICA CASH ADVANCE,251,LITTLE FALLS DR,,WILMINGTON,DE,198081674,3893 EASTERN BLVD,3893,EASTERN BLVD,STE 200,36116,650,522298,PAWN SHOPWHETHER TITLE PAWN OR MERCHANDISE,PAWN BROKER,,,Renew,YES,MONTGOMERY,AL,,2023,{039D5224-2EE7-497C-9FC1-9B2D2F77CAD6},,,,
548032.900385246,685749.759474404,167,6140137-BUS,ADVANCE AMERICA CASH ADVANCE,ADVANCE AMERICA CASH ADVANCE #1650,202100003620,20656,2021,2021/01/01,2021/12/31,2021/02/05,2021/02/01,2021/02/04,ADVANCE AMERICA CASH ADVANCE,,P O BOX 3058,,SPARTANBURG,SC,29304,6533 ATLANTA HWY,6533,ATLANTA HWY,,36117,650,522298,PAWN SHOPWHETHER TITLE PAWN OR MERCHANDISE,PAWN BROKER,,,Renew,YES,MONTGOMERY,AL,1,2021,{0EC3BBAB-3B9E-4229-BB1D-5BD73585AA7F},,,,
548032.900385246,685749.759474404,168,6140137-BUS,ADVANCE AMERICA CASH ADVANCE,ADVANCE AMERICA CASH ADVANCE #1650,202100003620,20656,2021,2021/01/01,2021/12/31,2021/02/05,2021/02/01,2021/02/04,ADVANCE AMERICA CASH ADVANCE,,P O BOX 3058,,SPARTANBURG,SC,29304,6533 ATLANTA HWY,6533,ATLANTA HWY,,36117,652,522991,CONSUMER LENDING,MONEY LENDER,,,Renew,YES,MONTGOMERY,AL,1,2021,{776CD95E-930A-4512-A23D-799C6D0941E9},,,,
530928.36897758,656145.527672492,169,8030536-BUS,ADULT AND PEDIATRIC MEDICINE P,MORGAN THEODORE MCKINLEY SR,202200001235,14747,2022,2022/01/01,2022/12/31,2022/01/11,2022/01/04,2022/01/11,ADULT AND PEDIATRIC MEDICINE P,4825,VIRGINIA LOOP RD,,MONTGOMERY,AL,36116,4825 VIRGINIA LOOP RD,4825,VIRGINIA LOOP RD,,36116,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,,,Renew,YES,MONTGOMERY,AL,6,2022,{8897F41C-C4E4-4966-B9FE-D3941E0CBED7},,,,
529325.883993577,684827.01558499,170,6140138-BUS,ADVANCE AMERICA CASH ADVANCE,ADVANCE AMERICA CASH ADVANCE 1605,202100003473,20657,2021,2021/01/01,2021/12/31,2021/02/04,2021/01/29,2021/02/04,ADVANCE AMERICA CASH ADVANCE,251,LITTLE FALLS DR,,WILMINGTON,DE,198081674,3988 ATLANTA HWY,3988,ATLANTA HWY,,361092919,652,522991,CONSUMER LENDING,MONEY LENDER,,,Renew,YES,MONTGOMERY,AL,1,2021,{FD61C205-511D-4A80-902B-A0ECBDC35B3E},,,,
529325.883993577,684827.01558499,171,6140138-BUS,ADVANCE AMERICA CASH ADVANCE,ADVANCE AMERICA CASH ADVANCE 1605,202400009701,20657,2024,2024/01/01,2024/12/31,2024/03/05,2024/01/24,2024/03/01,ADVANCE AMERICA CASH ADVANCE,251,LITTLE FALLS DR,,WILMINGTON,DE,198081674,3988 ATLANTA HWY,3988,ATLANTA HWY,,361092919,650,522298,PAWN SHOPWHETHER TITLE PAWN OR MERCHANDISE,,,,Renew,YES,MONTGOMERY,AL,1,2024,{F8EF8117-A2F5-433E-8823-D2DB0D3AA518},,,,
,,172,5530236-BUS,ADVANCE AUTO PARTS,ADVANCE AUTO PARTS,202100005550,2303,2021,2021/01/01,2021/12/31,2021/02/13,2021/01/31,2021/01/30,ADVANCE AUTO PARTS,,PO BOX 2710,,ROANOKE,VA,240012710,2400 E SOUTH BLVD,2400,E SOUTH BLVD,,361162506,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,AUTO PARTS WHOLESALE SALES,,,Renew,YES,MONTGOMERY,AL,,2021,{7A8FEE80-AEAC-4065-8FF0-BAC7FF9C0493},,,,
,,173,5530236-BUS,ADVANCE AUTO PARTS,ADVANCE AUTO PARTS,202200007970,2303,2022,2022/01/01,2022/12/31,2022/02/24,2022/01/31,2022/02/02,ADVANCE AUTO PARTS,,PO BOX 2710,,ROANOKE,VA,240012710,2400 E SOUTH BLVD,2400,E SOUTH BLVD,,361162506,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,AUTO PARTS WHOLESALE SALES,,,Renew,YES,MONTGOMERY,AL,,2022,{292B28A6-3B0D-4D42-8CF8-B8C21D048F08},,,,
,,174,5530236-BUS,ADVANCE AUTO PARTS,ADVANCE AUTO PARTS,202400006234,2303,2024,2024/01/01,2024/12/31,2024/02/14,2024/01/31,2024/01/31,ADVANCE AUTO PARTS,,PO BOX 2710,,ROANOKE,VA,240012710,2400 E SOUTH BLVD,2400,E SOUTH BLVD,,361162506,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,AUTO PARTS WHOLESALE SALES,,,Renew,YES,MONTGOMERY,AL,,2024,{0F16730B-190C-4245-9335-C5A035238C9D},,,,
,,175,5530236-BUS,ADVANCE AUTO PARTS,ADVANCE AUTO PARTS,202400006234,2303,2024,2024/01/01,2024/12/31,2024/02/14,2024/01/31,2024/01/31,ADVANCE AUTO PARTS,,PO BOX 2710,,ROANOKE,VA,240012710,2400 E SOUTH BLVD,2400,E SOUTH BLVD,,361162506,585,441310,AUTOMOTIVE PARTS AND ACCESSORIES,AUTOMOBILE PARTS RETAIL,,,Renew,YES,MONTGOMERY,AL,,2024,{F76A422C-B992-4372-8282-354125C73FA9},,,,
541979.61951283,684572.654217072,176,5530283-BUS,ADVANCE AUTO PARTS #5083,ADVANCE AUTO PARTS #5083,202100005516,20516,2021,2021/01/01,2021/12/31,2021/02/13,2021/01/26,2021/02/12,ADVANCE AUTO PARTS #5083,,PO BOX 2710,ATTN: LEASE & PROP TAX,ROANOKE,VA,24001,5700 ATLANTA HWY,5700,ATLANTA HWY,,36117,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,AUTO PARTS WHOLESALE,,,Renew,YES,MONTGOMERY,AL,9,2021,{B7BEBFA9-2010-4501-988F-F71E8BAA10E7},,,,
541979.61951283,684572.654217072,177,5530283-BUS,ADVANCE AUTO PARTS #5083,ADVANCE AUTO PARTS #5083,202300008210,20516,2023,2023/01/01,2023/12/31,2023/02/15,2023/02/01,2023/02/16,ADVANCE AUTO PARTS #5083,,PO BOX 2710,ATTN: LEASE & PROP TAX,ROANOKE,VA,24001,5700 ATLANTA HWY,5700,ATLANTA HWY,,36117,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,AUTO PARTS WHOLESALE,,,Renew,YES,MONTGOMERY,AL,9,2023,{CC1AE177-AABA-4D59-BBC9-582B5D09F9C9},,,,
549121.829637829,665680.255322158,178,5530367-BUS,ADVANCE AUTO PARTS #6095,ADVANCE AUTO PARTS #6095,202100005276,20527,2021,2021/01/01,2021/12/31,2021/02/12,2021/02/01,2021/02/11,ADVANCE AUTO PARTS #6095,,PO BOX 2710,LEASE & PROPERTY TAX DIV,ROANOKE,VA,24001,3601 MALCOLM DR,3601,MALCOLM DR,,36116,585,441310,AUTOMOTIVE PARTS AND ACCESSORIES,,,,Renew,YES,MONTGOMERY,AL,8,2021,{D015C393-03F5-4F9D-A529-6C2F88B47756},,,,
,,179,5530258-BUS,ADVANCE AUTO PARTS #9360,ADVANCE AUTO PARTS #9360,202300008308,20513,2023,2023/01/01,2023/12/31,2023/02/16,2023/02/01,2023/02/16,ADVANCE AUTO PARTS #9360,,PO BOX 2710,ATTN: LEASE & PROP TAX,ROANOKE,VA,24001,460 FAIRVIEW AVE WEST,460,FAIRVIEW AVE WEST,,36105,585,441310,AUTOMOTIVE PARTS AND ACCESSORIES,,,,Renew,YES,MONTGOMERY,AL,,2023,{31CE61AF-C0D9-492E-BAB7-3EE53E53BAC8},,,,
,,180,5530258-BUS,ADVANCE AUTO PARTS #9360,ADVANCE AUTO PARTS #9360,202300008308,20513,2023,2023/01/01,2023/12/31,2023/02/16,2023/02/01,2023/02/16,ADVANCE AUTO PARTS #9360,,PO BOX 2710,ATTN: LEASE & PROP TAX,ROANOKE,VA,24001,460 FAIRVIEW AVE WEST,460,FAIRVIEW AVE WEST,,36105,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,,,,Renew,YES,MONTGOMERY,AL,,2023,{3058AA04-2895-4973-8E13-905E694DB516},,,,
522745.255750664,685225.044644572,181,5530270-BUS,ADVANCE AUTO PARTS 9470,ADVANCE AUTO PARTS 9470,202200009381,20515,2022,2022/01/01,2022/12/31,2022/03/04,2022/01/31,2022/03/15,ADVANCE AUTO PARTS 9470,,PO BOX 2710,ATTN: LEASE & PROP TAX,ROANOKE,VA,24001,3036 ATLANTA HWY,3036,ATLANTA HWY,,36109,561,421015,AUTO PARTS AND ACCESSORIES WHOLESALE,AUTO PARTS WHOLESALE,,,Renew,YES,MONTGOMERY,AL,1,2022,{44A12123-D86F-462B-A120-2AEB74E660BC},,,,
525050.068726327,688830.22706674,182,9344491-BUS,ADVANCED BUSINESS SOLUTIONS II,ADVANCED BUSINESS SOLUTIONS II,202300004734,5858,2023,2023/01/01,2023/12/31,2023/02/03,2023/02/02,2023/02/02,ADVANCED BUSINESS SOLUTIONS II,600,SILVER MOON CT,,MONTGOMERY,AL,36117,503 COLISEUM BLVD,503,COLISEUM BLVD,,36109,669,541210,ACCOUNTING/TAX PREPARATION/BOOKKEEPING/PAYROLL SERVICES,,,,Renew,YES,MONTGOMERY,AL,2,2023,{974C3B1A-C0C2-4BF2-8F71-29021D4BCDBB},,,,
,,183,9362109-BUS,ADVANCED CLINICAL EMP STAFFING LL,ADVANCED CLINICAL EMP STAFFING LL,202300007712,37477,2023,2023/01/01,2023/12/31,2023/02/14,2023/01/31,2023/02/14,ADVANCED CLINICAL EMP STAFFING LL,,PO BOX 1076,,ONEONTA,AL,351210014,PO BOX 1076,PO BOX 1076,PO BOX 1076,,351210014,683,561320,TEMPORARY HELP SERVICESPROVIDE EMPLOYEES,TEMPORARY HELP SERVICESPROVIDE EMPLOYEES,,,Renew,NO,ONEONTA,AL,,2023,{2E1437F1-8DA4-444D-BEE0-B4A9AE5C33B5},,,HNAM,2025/04/04 19:19:32+00
,,184,9362109-BUS,ADVANCED CLINICAL EMP STAFFING LL,ADVANCED CLINICAL EMP STAFFING LL,202400001799,37477,2024,2024/01/01,2024/12/31,2024/01/25,2024/01/22,2024/02/05,ADVANCED CLINICAL EMP STAFFING LL,,PO BOX 1076,,ONEONTA,AL,351210014,PO BOX 1076,PO BOX 1076,PO BOX 1076,,351210014,683,561320,TEMPORARY HELP SERVICESPROVIDE EMPLOYEES,TEMPORARY HELP SERVICESPROVIDE EMPLOYEES,,,Renew,NO,ONEONTA,AL,,2024,{569D1F2F-A984-4A8C-841A-AD0A5B792FC1},,,HNAM,2025/04/04 19:19:32+00
,,185,9363279-BUS,ADVANCED ELECTRICAL COMPANY LLC,ADVANCED ELECTRICAL COMPANY LLC,202300004302,31535,2023,2023/01/01,2023/12/31,2023/02/02,2023/01/20,2023/02/01,ADVANCED ELECTRICAL COMPANY LLC,,PO BOX 669,,PELHAM,AL,351240669,PO BOX 669,PO BOX 669,PO BOX 669,,351240669,787,0,,MARK L ANDERSON ELECTRICAL # 05178 EXP 03 30 23,,,Renew,NO,PELHAM,AL,,2023,{835BCE90-CCD3-4974-B74F-4D4B5D9ADAA3},,,HNAM,2025/04/04 19:19:32+00
,,186,9363279-BUS,ADVANCED ELECTRICAL COMPANY LLC,ADVANCED ELECTRICAL COMPANY LLC,202400007046,31535,2024,2024/01/01,2024/12/31,2024/02/18,2024/02/01,2024/02/06,ADVANCED ELECTRICAL COMPANY LLC,,PO BOX 669,,PELHAM,AL,351240669,PO BOX 669,PO BOX 669,PO BOX 669,,351240669,538,238310,CONTRACTORSSPECIALTY TRADEELECTRICAL CONTRACTORS,,,,Renew,NO,PELHAM,AL,,2024,{1DC7848B-29FE-47C5-8391-0878DA2CC88C},,,HNAM,2025/04/04 19:19:32+00
